Track	fold	level	hits	totals
SRR2057596.bam	1	1	6356	69799
SRR2057596.bam	1	2	5818	49345
SRR2057596.bam	2	1	1986	69799
SRR2057596.bam	2	2	1930	49345
SRR2057595.bam	1	1	5039	16368
SRR2057595.bam	1	2	4693	13390
SRR2057595.bam	2	1	1986	16368
SRR2057595.bam	2	2	1937	13390
SRR2057597.bam	1	1	3827	13200
SRR2057597.bam	1	2	3264	9856
SRR2057597.bam	2	1	1986	13200
SRR2057597.bam	2	2	1762	9856
