Track	fold	level	hits	totals
SRR2057570.bam	1	1	30150	141615
SRR2057570.bam	1	2	27074	114229
SRR2057570.bam	2	1	12980	141615
SRR2057570.bam	2	2	12149	114229
SRR2057568.bam	1	1	58622	290338
SRR2057568.bam	1	2	54117	260525
SRR2057568.bam	2	1	12980	290338
SRR2057568.bam	2	2	12237	260525
SRR2057569.bam	1	1	73918	6100757
SRR2057569.bam	1	2	62719	3954263
SRR2057569.bam	2	1	12980	6100757
SRR2057569.bam	2	2	12575	3954263
