Track	fold	level	hits	totals
SRR2057594.bam	1	1	99864	495623
SRR2057594.bam	1	2	88224	417626
SRR2057594.bam	2	1	58191	495623
SRR2057594.bam	2	2	54966	417626
SRR2057592.bam	1	1	123853	1359875
SRR2057592.bam	1	2	109399	1030298
SRR2057592.bam	2	1	58191	1359875
SRR2057592.bam	2	2	55728	1030298
SRR2057593.bam	1	1	106080	739425
SRR2057593.bam	1	2	96603	637367
SRR2057593.bam	2	1	58191	739425
SRR2057593.bam	2	2	55351	637367
