Track	fold	level	hits	totals
SRR2057577_dedup.bam	1	1	270634	4523055
SRR2057577_dedup.bam	1	2	156753	432488
SRR2057577_dedup.bam	2	1	64612	4523055
SRR2057577_dedup.bam	2	2	59087	432488
SRR2057576_dedup.bam	1	1	136425	435120
SRR2057576_dedup.bam	1	2	45048	52228
SRR2057576_dedup.bam	2	1	64612	435120
SRR2057576_dedup.bam	2	2	36502	52228
SRR2057578_dedup.bam	1	1	213341	964072
SRR2057578_dedup.bam	1	2	68405	77719
SRR2057578_dedup.bam	2	1	64612	964072
SRR2057578_dedup.bam	2	2	43073	77719
