Track	fold	level	hits	totals
SRR2057594_dedup.bam	1	1	99864	495623
SRR2057594_dedup.bam	1	2	50268	55110
SRR2057594_dedup.bam	2	1	58191	495623
SRR2057594_dedup.bam	2	2	42796	55110
SRR2057592_dedup.bam	1	1	123853	1359875
SRR2057592_dedup.bam	1	2	72363	100925
SRR2057592_dedup.bam	2	1	58191	1359875
SRR2057592_dedup.bam	2	2	50435	100925
SRR2057593_dedup.bam	1	1	106080	739425
SRR2057593_dedup.bam	1	2	54991	63114
SRR2057593_dedup.bam	2	1	58191	739425
SRR2057593_dedup.bam	2	2	44677	63114
