Track	fold	level	hits	totals
SRR2057594_rumina.bam	1	1	70461	372917
SRR2057594_rumina.bam	1	2	38266	41383
SRR2057594_rumina.bam	2	1	43456	372917
SRR2057594_rumina.bam	2	2	32511	41383
SRR2057592_rumina.bam	1	1	82466	801133
SRR2057592_rumina.bam	1	2	49833	62545
SRR2057592_rumina.bam	2	1	43456	801133
SRR2057592_rumina.bam	2	2	36985	62545
SRR2057593_rumina.bam	1	1	75387	561236
SRR2057593_rumina.bam	1	2	41719	47323
SRR2057593_rumina.bam	2	1	43456	561236
SRR2057593_rumina.bam	2	2	33977	47323
