Track	fold	level	hits	totals
SRR2057570_rumina.bam	1	1	19801	108452
SRR2057570_rumina.bam	1	2	7010	7666
SRR2057570_rumina.bam	2	1	10135	108452
SRR2057570_rumina.bam	2	2	5692	7666
SRR2057568_rumina.bam	1	1	36639	249795
SRR2057568_rumina.bam	1	2	13139	14474
SRR2057568_rumina.bam	2	1	10135	249795
SRR2057568_rumina.bam	2	2	7253	14474
SRR2057569_rumina.bam	1	1	44719	2332247
SRR2057569_rumina.bam	1	2	28932	142605
SRR2057569_rumina.bam	2	1	10135	2332247
SRR2057569_rumina.bam	2	2	9577	142605
