Track	fold	level	hits	totals
SRR2057596_rumina.bam	1	1	4699	38616
SRR2057596_rumina.bam	1	2	3163	6672
SRR2057596_rumina.bam	2	1	1484	38616
SRR2057596_rumina.bam	2	2	1301	6672
SRR2057595_rumina.bam	1	1	3941	12608
SRR2057595_rumina.bam	1	2	1882	2564
SRR2057595_rumina.bam	2	1	1484	12608
SRR2057595_rumina.bam	2	2	1019	2564
SRR2057597_rumina.bam	1	1	2652	8616
SRR2057597_rumina.bam	1	2	1224	1353
SRR2057597_rumina.bam	2	1	1484	8616
SRR2057597_rumina.bam	2	2	870	1353
