Track	fold	level	hits	totals
SRR2057596_rumina.bam	1	1	4713	38710
SRR2057596_rumina.bam	1	2	3179	6651
SRR2057596_rumina.bam	2	1	1488	38710
SRR2057596_rumina.bam	2	2	1306	6651
SRR2057595_rumina.bam	1	1	3946	12612
SRR2057595_rumina.bam	1	2	1757	2011
SRR2057595_rumina.bam	2	1	1488	12612
SRR2057595_rumina.bam	2	2	1005	2011
SRR2057597_rumina.bam	1	1	2663	8629
SRR2057597_rumina.bam	1	2	1235	1358
SRR2057597_rumina.bam	2	1	1488	8629
SRR2057597_rumina.bam	2	2	875	1358
