Track	fold	level	hits	totals
SRR2057594_rumina.bam	1	1	70486	372952
SRR2057594_rumina.bam	1	2	38308	41425
SRR2057594_rumina.bam	2	1	43479	372952
SRR2057594_rumina.bam	2	2	32560	41425
SRR2057592_rumina.bam	1	1	82504	801174
SRR2057592_rumina.bam	1	2	49850	62563
SRR2057592_rumina.bam	2	1	43479	801174
SRR2057592_rumina.bam	2	2	37000	62563
SRR2057593_rumina.bam	1	1	75411	561261
SRR2057593_rumina.bam	1	2	41738	47334
SRR2057593_rumina.bam	2	1	43479	561261
SRR2057593_rumina.bam	2	2	33993	47334
