Track	fold	level	hits	totals
SRR2057564_rumina.bam	1	1	116942	1093153
SRR2057564_rumina.bam	1	2	55313	81987
SRR2057564_rumina.bam	2	1	36138	1093153
SRR2057564_rumina.bam	2	2	29350	81987
SRR2057565_rumina.bam	1	1	112514	931532
SRR2057565_rumina.bam	1	2	48813	65828
SRR2057565_rumina.bam	2	1	36138	931532
SRR2057565_rumina.bam	2	2	27713	65828
SRR2057566_rumina.bam	1	1	63958	335944
SRR2057566_rumina.bam	1	2	23884	26096
SRR2057566_rumina.bam	2	1	36138	335944
SRR2057566_rumina.bam	2	2	20783	26096
