Track	fold	level	hits	totals
SRR2057594_rumina.bam	1	1	99864	495623
SRR2057594_rumina.bam	1	2	50335	55233
SRR2057594_rumina.bam	2	1	58191	495623
SRR2057594_rumina.bam	2	2	42832	55233
SRR2057592_rumina.bam	1	1	123853	1359875
SRR2057592_rumina.bam	1	2	72443	101159
SRR2057592_rumina.bam	2	1	58191	1359875
SRR2057592_rumina.bam	2	2	50464	101159
SRR2057593_rumina.bam	1	1	106080	739425
SRR2057593_rumina.bam	1	2	55086	63273
SRR2057593_rumina.bam	2	1	58191	739425
SRR2057593_rumina.bam	2	2	44720	63273
