Track	fold	level	hits	totals
SRR2057594_rumina.bam	1	1	99864	495623
SRR2057594_rumina.bam	1	2	51682	67369
SRR2057594_rumina.bam	2	1	58191	495623
SRR2057594_rumina.bam	2	2	43292	67369
SRR2057592_rumina.bam	1	1	123853	1359875
SRR2057592_rumina.bam	1	2	73367	118581
SRR2057592_rumina.bam	2	1	58191	1359875
SRR2057592_rumina.bam	2	2	50639	118581
SRR2057593_rumina.bam	1	1	106080	739425
SRR2057593_rumina.bam	1	2	56205	78096
SRR2057593_rumina.bam	2	1	58191	739425
SRR2057593_rumina.bam	2	2	45048	78096
