Track	fold	level	hits	totals
SRR2057596_rumina.bam	1	1	6356	69799
SRR2057596_rumina.bam	1	2	4618	14229
SRR2057596_rumina.bam	2	1	1986	69799
SRR2057596_rumina.bam	2	2	1779	14229
SRR2057595_rumina.bam	1	1	5039	16368
SRR2057595_rumina.bam	1	2	3352	7299
SRR2057595_rumina.bam	2	1	1986	16368
SRR2057595_rumina.bam	2	2	1576	7299
SRR2057597_rumina.bam	1	1	3827	13200
SRR2057597_rumina.bam	1	2	1838	2256
SRR2057597_rumina.bam	2	1	1986	13200
SRR2057597_rumina.bam	2	2	1249	2256
